solicitud_credito,fecha_aprobacion,numero_identificacion,primer_nombre,segundo_nombre,primer_apellido,segundo_apellido,edad,genero,grupo_social_cliente,estado_civil,numero_hijos,estrato,tipo_vivienda,personas_a_cargo,departamento,ciudad,codigo_ciudad,oficina,subproducto,monto_aprobado,estado_solicitud,tamano_hogar_persona,solicitud_id,ventas,costo_venta,total_gastos,pagos_deudas,utilidad_neta,otros_ingresos,total_gastos_familiar,liquidez_total,capacidad_pago,activos,pasivos,patrimonio,capacidad_pago_porcentaje,capital_trabajo,endeudamiento_actual,endeudamiento_futuro,rotacion,liquidez_financiera,propuesta_economica,plazo_propuesta,cuota_inicial_propuesta,cuota_mensual_propuesta
84915,22/11/2022,5774619395,VERNITA,OLAF,WEBER,KERLUKE,36,F,NINGUNO,U,2,1,PROPIA,2,HUILA,TIMANA,41807,PITALITO,MOTO,64772591,DESEMBOLSADA,2,84915,11778,66.58,401947,43920070,8280321,416115,29651452,13713628,997350,1192161720,23759226,-2824000,48.87,27496911,179.77,353.28,7,27,6142052,48,2000000,320965
86218,28/11/2022,3195840895,DARRIAN,PALMER,VOLKMAN,HALEY,47,F,NINGUNO,S,1,2,ARRENDADA,0,NARIÑO,PASTO,52001,PASTO,PROGRESA,6473567,DESEMBOLSADA,4,86218,249943,68.65,2167701,46855634,46209404,578800,1655736,34472104,9867895,441792193,83037626,1700000,17.61,112459058,5.56,69.14,12,17,1144560,12,0,118965
41519,23/04/2021,9818724145,THURSA,DEVANTE,GERHOLD,WALSH,55,F,NINGUNO,C,6,1,FAMILIAR,1,NARIÑO,TUQUERRES,52838,IPIALES,CULTIVA,16123951,DESEMBOLSADA,3,41519,413691,21.41,3291318,9679823,618284,751805,31466131,3890246,12485558,993521623,445362802,3241000,13.16,25399363,88.99,93.44,129,22,1310000,12,0,159210
59033,25/02/2022,2149629855,ALESIA,MARYBELLE,GREEN,DUBUQUE,37,F,NINGUNO,S,2,1,FAMILIAR,3,CAUCA,POPAYAN,19001,POPAYAN SUR,MOTO,42396591,DESEMBOLSADA,5,59033,277455,20.64,3202460,2146539,6261207,397650,72728458,20846193,15837419,975028589,207715814,447000,38.51,134221979,75.97,386.38,81,15,5773683,36,500000,324661
63352,31/03/2022,4663426201,ARMAN,BRENT,MULLER,MITCHELL,31,F,NINGUNO,S,2,1,ARRENDADA,2,ANTIOQUIA,CALDAS,5129,MEDELLIN SUR,MOTO,7798065,DESEMBOLSADA,3,63352,234114,67,794613,25243356,28970268,205399,22426475,27552047,2914019,822722209,497704371,487000,39.3,56639698,85.15,264.27,1,13,5875035,36,600000,337619
59090,23/03/2022,1456037099,WEAVER,RILLIE,SIPES,GLEICHNER,32,M,NINGUNO,U,1,3,ARRENDADA,2,VALLE DEL CAUCA,CALI,76001,CALI NORTE,PROGRESA,15974478,DESEMBOLSADA,3,59090,44704,55.4,2384013,40639804,47704189,55129,46516487,37228042,1497502,1447954300,50681624,83983000,46.06,19141827,7.76,10.34,7,15,2349541,12,0,249669
59043,14/02/2022,4320903999,CORY,SHAWNEE,KUHN,SPENCER,32,F,NINGUNO,C,2,1,FAMILIAR,2,CAUCA,CALOTO,19142,QUILICHAO,PROGRESA,28884061,DESEMBOLSADA,4,59043,209467,60,3248898,22360051,38487714,470284,19612672,42898386,3355289,538344626,213725091,4246000,30.64,66083163,2.3,56.36,3,8,2349541,24,0,152590
59124,15/02/2022,1561724239,DEREK,GALILEA,GUTKOWSKI,FADEL,24,M,NINGUNO,U,2,2,PROPIA,4,HUILA,PITALITO,41551,PITALITO,MOTOCARRO CARGA,39060456,DESEMBOLSADA,4,59124,123500,24.4,530338,30111058,344389,288257,46316207,12940835,20232195,564667586,665949987,105894000,37.33,128737866,4.56,16.24,27,23,12966031,48,3500000,592078
85512,23/11/2022,8852784307,MANNIE,BART,FAY,BLANDA,60,F,NINGUNO,S,2,2,FAMILIAR,1,NARIÑO,PASTO,52001,PASTO,PROGRESA RENOVACIÓN,97705411,DESEMBOLSADA,2,85512,219012,58.79,2338790,27363090,22918086,829772,57069533,9031083,491136,793468953,251389670,-2100000,36.72,76726574,122.34,164.42,5,24,3955371,24,0,242967
59005,12/02/2022,7540346567,BEV,NIKOLAS,SPORER,BRUEN,28,M,NINGUNO,S,0,1,FAMILIAR,1,NARIÑO,PASTO,52001,PASTO,PROGRESA RENOVACIÓN,89589666,DESEMBOLSADA,3,59005,281800,31.7,3032041,15024612,18941022,770384,29876555,19193979,2195920,765508687,675122823,6674000,21.55,133913141,31.9,117.38,0,8,8377148,36,0,398472
63173,29/03/2022,5369997508,GUSTAVO,ETNA,POUROS,BEIER,56,M,NINGUNO,C,2,3,FAMILIAR,1,ANTIOQUIA,MEDELLIN,5001,MEDELLIN SUR,PROGRESA RENOVACIÓN,91576433,DESEMBOLSADA,4,63173,172556,32,2950202,25358133,41416174,187959,28286148,10991068,22431049,530790174,51201807,8139000,24.82,53839691,55.96,92.24,41,45,6705731,36,0,318968
63342,31/03/2022,3439674583,JACOBY,MARIYAH,REICHERT,ORN,50,M,NINGUNO,U,1,2,PROPIA,1,VALLE DEL CAUCA,PALMIRA,76520,PALMIRA,PROGRESA,81687523,DESEMBOLSADA,3,63342,368271,56.87,266479,37266890,33114640,536492,44755620,15270072,20716450,99943688,472917981,-39351000,39.26,39906766,2982.86,3154.98,12,13,2349541,18,0,184556
59087,14/02/2022,4139237592,ARIE,MARGURITE,FARRELL,WELCH,56,F,NINGUNO,S,2,3,ARRENDADA,1,VALLE DEL CAUCA,JAMUNDI,76364,CALI SUR,MOTO,80852746,DESEMBOLSADA,2,59087,46360,70,2612241,39462576,27586783,180687,15571040,28026168,18759558,172659419,151103890,3464950,41.96,62557179,10.33,136.9,4,6,4890796,36,1500000,273736
59149,11/03/2022,1803281198,LOUISE,LANA,HALEY,HUELS,65,F,NINGUNO,V,4,2,ARRENDADA,0,CAUCA,EL TAMBO,19256,VEHICULOS CAUCA,CARGA,54721942,DESEMBOLSADA,1,59149,312941,75.4,1634332,32497867,6235077,372660,77727112,24081390,12971332,1082097445,545679205,-43685000,36.87,110520790,205.85,413.55,4,67,85718315,60,30000000,2982764
59175,14/02/2022,2599447375,DEBORRAH,NILS,BERGE,HUDSON,30,M,INDIGENA,C,3,1,FAMILIAR,5,CAUCA,SILVIA,19743,PIENDAMO,PROGRESA,36962114,DESISTIDA,8,59175,55392,61.9,1434993,16362745,43204460,550691,68169957,43093202,18887957,30047251,701736203,-4543000,34.2,97719157,268.26,333.72,3,5,1767397,12,0,181021
58820,09/02/2022,4106854899,ETTER,DEBROAH,JACOBSON,MUELLER,33,M,NINGUNO,S,0,2,ARRENDADA,1,ANTIOQUIA,LA ESTRELLA,5380,MEDELLIN SUR,MOTO,2912434,DESEMBOLSADA,2,58820,264665,10,1993222,48757884,40855960,724357,58755574,9986945,768622,1464783659,160464677,554000,41.25,113710537,68.52,431.76,0,1,6393056,36,650000,359564
58717,09/02/2022,8875118547,AMMON,DANNIELLE,LAKIN,TROMP,40,F,NINGUNO,D,2,2,ARRENDADA,3,VALLE DEL CAUCA,CALI,76001,CALI NORTE,PROGRESA,15197656,DESEMBOLSADA,3,58717,31314,9.2,3099003,27297046,8788996,814851,50526131,29549744,6010010,669989034,307919935,4100000,17.58,95014229,2.38,99.9,83,11,4095981,24,0,259305
66062,18/05/2022,1839469127,BETTYLOU,GREGORIA,KIHN,REMPEL,56,F,NINGUNO,S,2,2,FAMILIAR,1,ANTIOQUIA,BARBOSA,5079,BELLO,PROGRESA,23457031,DESEMBOLSADA,1,66062,315762,65,872445,41755861,13343279,344904,75423440,26725300,23373609,1486847637,16811392,3045000,45.47,17258584,69.55,148.58,19,54,7903201,30,0,436961
59067,11/02/2022,7197088965,JAMAAL,ETHELYN,MCCULLOUGH,HERZOG,23,M,NINGUNO,S,1,1,FAMILIAR,0,NARIÑO,PASTO,52001,PASTO,PROGRESA RENOVACIÓN,94070670,DESEMBOLSADA,3,59067,444882,73.38,3131060,45185207,9445376,783171,64016578,39111572,20811932,477760622,188005053,89000,37.67,58807325,97.53,178.11,6,5,2900828,18,0,215638
45138,16/07/2021,7197088965,JAMAAL,ETHELYN,MCCULLOUGH,HERZOG,23,M,NINGUNO,S,1,1,FAMILIAR,0,NARIÑO,PASTO,52001,PASTO,PROGRESA,56229214,DESEMBOLSADA,3,45138,223429,63,1174679,1924168,39405477,834236,51249985,46294670,17058553,583399794,14351891,325000,21.55,95852774,85.4,138.65,18,18,1185249,12,0,121396
59146,15/02/2022,4283418152,HERMINE,RHONA,WISOKY,CHRISTIANSEN,53,F,NINGUNO,S,1,1,PROPIA,1,CAUCA,POPAYAN,19001,POPAYAN NORTE,PROGRESA,27851859,DESEMBOLSADA,3,59146,248971,64.62,910255,40961603,6597241,679851,18319188,41552982,20803869,1056302791,280233354,-4017000,38.61,51081649,158.64,224.7,33,42,4524802,24,0,276483
59183,16/02/2022,5246256139,WALLACE,REX,FUNK,MULLER,37,M,NINGUNO,S,0,2,ARRENDADA,1,ANTIOQUIA,MEDELLIN,5001,BELLO,MOTO,36284943,DESEMBOLSADA,1,59183,100106,10,2202600,18211763,35098836,351206,64871056,3922194,6230934,1423631609,187339235,2350000,34.18,106846914,4.08,228.07,0,4,5487646,30,600000,328143
59174,26/04/2022,8708344418,HALIE,LORIANN,COLLIER,JACOBI,30,M,NINGUNO,C,1,3,FAMILIAR,3,BOGOTA,BOGOTA,11001,VEHICULOS BOGOTA,CARGA,47717106,DESEMBOLSADA,3,59174,125394,88.8,1783833,12875276,47171288,608380,30005251,28346184,12534100,736505792,305122782,20269000,28.77,117943391,27.74,318.42,1,46,81536182,60,25000000,2834708
59559,17/02/2022,1488982789,JASMIN,LIANA,KAUTZER,TORP,40,F,NINGUNO,U,1,3,FAMILIAR,1,ANTIOQUIA,MEDELLIN,5001,BELLO,PROGRESA,62410419,DESEMBOLSADA,4,59559,137133,46,2394446,32841305,31444587,271846,67218042,20399856,16399613,1060118354,260019195,4200000,30.89,18470859,29.41,88.47,48,27,3513834,18,0,271540
63363,30/03/2022,6436197121,TAJ,FELICITY,DIBBERT,MILLER,43,M,NINGUNO,S,0,1,FAMILIAR,1,VALLE DEL CAUCA,LA UNION,76400,CARTAGO,MOTO,89022246,DESEMBOLSADA,2,63363,267156,72.7,2918705,27188272,7529536,563781,19889531,28756490,11351676,1392285969,309425069,7970000,39.65,6404531,10.65,76.64,1,32,5886297,36,4000000,347974
59150,15/02/2022,4855773063,MINORU,BRICE,KOHLER,STOLTENBERG,26,F,NINGUNO,S,1,2,FAMILIAR,2,VALLE DEL CAUCA,TULUA,76834,TULUA,MOTO,58610482,DESEMBOLSADA,3,59150,276773,76.66,2979989,9914839,37337598,383450,76926528,22319956,12497405,1534094935,199134632,20190000,47.04,15932290,0.49,33.31,29,116,6658712,36,3000000,383375
59151,04/03/2022,1213497749,LAVERN,OZZIE,JOHNSON,WITTING,43,M,NINGUNO,U,4,2,ARRENDADA,4,VALLE DEL CAUCA,CALI,76001,VEHICULOS VALLE,CARGA,61757108,DESEMBOLSADA,2,59151,133069,53.74,1370826,41498856,8810395,438097,73524471,16419556,11650890,777246407,31728478,46230000,60.83,52751825,65.88,114.83,27,33,66328421,60,27000000,2323667
59144,11/02/2022,9980553126,LIANA,EDMUND,O'KON,HILPERT,30,M,NINGUNO,S,1,4,FAMILIAR,2,ANTIOQUIA,SABANETA,5631,MEDELLIN SUR,PROGRESA,29854180,DESEMBOLSADA,3,59144,413548,51,2988135,4511468,21700604,478686,5555060,2529331,18206529,548072152,280516422,2000000,26.96,67806125,69.7,291.82,5,12,14659998,36,0,712459
59217,15/02/2022,4353610786,AMMON,ALYSHA,LAKIN,JOHNSON,37,M,NINGUNO,S,2,3,FAMILIAR,2,HUILA,PITALITO,41551,PITALITO,MOTO,65374434,DESEMBOLSADA,5,59217,188807,2.46,1736411,40063336,23947968,74170,14904389,35195850,10111444,878606007,127295073,1310000,32.35,103543400,34.5,224.7,0,9,3804077,36,4000000,243166
59202,14/02/2022,3899348975,JUDYTH,WILMA,BEATTY,BLOCK,56,M,NINGUNO,C,4,3,ARRENDADA,1,ANTIOQUIA,AMAGA,5030,MEDELLIN SUR,MOTO,95818929,DESEMBOLSADA,2,59202,244217,81,762287,43142722,26810282,1012105,12724291,37350018,13151387,1133226183,133766995,18881000,26.82,100496868,1.15,28.73,16,160,5268048,24,1000000,360959
58720,15/02/2022,3682058699,MAGNOLIA,LEVI,KUNZE,COLLINS,33,M,NINGUNO,S,0,2,FAMILIAR,1,ANTIOQUIA,MEDELLIN,5001,VEHICULOS ANTIOQUIA,CARGA,28235655,DESEMBOLSADA,4,58720,346757,10,1506130,12347477,5325692,583430,62751838,42159155,4539904,416636678,160829357,-46811800,67.64,82254689,166.31,301.8,0,6,95657673,60,50000000,3369267
88927,27/12/2022,8068521365,TIARRA,DICKIE,BECHTELAR,RYAN,32,F,NINGUNO,S,0,1,FAMILIAR,0,NARIÑO,CUMBAL,52227,IPIALES,CULTIVA,91709273,DESEMBOLSADA,1,88927,85340,31,1125192,5702241,16309587,287735,20407956,6523363,17371968,334912983,541427123,7030000,44.74,38634339,24.33,60.85,49,6,3393208,15,0,296345
59228,11/02/2022,5964974444,OZZIE,DEIDRE,WITTING,SCHOWALTER,30,M,NINGUNO,U,2,2,FAMILIAR,4,VALLE DEL CAUCA,CANDELARIA,76130,CALI NORTE,PROGRESA,83436194,DESEMBOLSADA,3,59228,357631,41.7,2702874,4428734,7889583,318983,9737974,35908436,22409482,1125598192,81540325,2194000,11.7,118064277,79.14,143.57,53,63,6777068,36,0,334211
59196,15/02/2022,5261782797,RAHN,JOE,KASSULKE,HILLS,48,F,NINGUNO,S,2,1,FAMILIAR,2,NARIÑO,TUQUERRES,52838,IPIALES,PROGRESA,37643082,DESEMBOLSADA,3,59196,31599,80,610746,24173701,6776218,783945,51032772,4760316,16107719,521011970,112228382,6964000,44.12,103535531,14.66,57.72,24,3,3513834,18,0,262516
59205,14/02/2022,6471291008,LELAND,ANGELO,KIEHN,GRIMES,42,F,INDIGENA,U,2,1,PROPIA,4,CAUCA,TOTORO,19824,PIENDAMO,MOTO,62767482,DESEMBOLSADA,4,59205,249037,2.15,1002086,42967235,37121216,528898,15316040,32225492,17713543,1008482228,339383597,6050000,37.23,47996716,30.86,104.44,98,36,6438101,36,700000,372454
59135,16/02/2022,8157249633,KANE,KRISTOFER,GRAHAM,STARK,49,M,NINGUNO,U,2,1,ARRENDADA,4,NARIÑO,PASTO,52001,PASTO,PROGRESA,23235185,DESEMBOLSADA,4,59135,202772,56.52,2699969,23534895,36523610,828082,4693564,36557635,2822743,981425174,280496786,3504000,43.42,101393839,47.47,149.07,16,36,6777068,16,0,562000
76648,29/08/2022,8077151791,LIAM,EVANGELINA,TREUTEL,MOSCISKI,33,F,NINGUNO,U,1,2,FAMILIAR,1,CAUCA,POPAYAN,19001,POPAYAN SUR,PROGRESA RENOVACIÓN,18200524,DESEMBOLSADA,3,76648,101607,53,2875880,38185969,21808828,919608,60244319,29961190,19446290,1080362162,278584198,6866000,34.58,21042001,3.31,42.71,26,28,2797753,15,2500000,247888
59161,11/02/2022,8077151791,LIAM,EVANGELINA,TREUTEL,MOSCISKI,33,F,NINGUNO,U,1,2,FAMILIAR,1,CAUCA,POPAYAN,19001,POPAYAN SUR,PROGRESA,39253456,DESEMBOLSADA,3,59161,164070,54,2097517,48441798,25618774,885376,15063803,37316658,14488319,774442722,638133691,4915000,25.16,8101876,1.99,25.63,23,24,1185249,12,0,130420
73179,25/07/2022,6340785307,RONDA,ELISSA,KOZEY,BAUMBACH,52,F,NINGUNO,D,1,2,ARRENDADA,2,CAUCA,POPAYAN,19001,POPAYAN NORTE,PROGRESA,81042525,DESEMBOLSADA,2,73179,431972,59.8,2908636,42004960,6468262,12988,6983331,3083094,16946360,749036815,271231638,4023000,47.2,10329076,8.88,75.28,16,35,2931688,12,0,302934
30093,13/10/2020,1946567160,REILLY,MARIANO,GIBSON,WALTER,27,M,NINGUNO,U,2,1,PROPIA,2,CAUCA,JAMBALO,19364,QUILICHAO,CULTIVA,22504127,DESEMBOLSADA,4,30093,263706,8,303425,3487357,7375774,949126,27040778,32585152,2193648,946135086,668334383,13000000,28.27,121656851,0.76,13.9,120,6,0,15,0,158022
61185,10/03/2022,4615476775,SPRING,BERNHARD,STOKES,MCCULLOUGH,35,M,INDIGENA,S,1,1,FAMILIAR,2,NARIÑO,IPIALES,52356,IPIALES,PROGRESA,17506883,DESEMBOLSADA,3,61185,92994,17.07,2278255,10954121,46127663,617643,72952481,31477910,10647786,1194110079,20425469,6290000,11.63,30150754,1.56,20.11,8,2,1185249,12,0,121396
59206,14/02/2022,5826712616,ABIGAYLE,KADENCE,RUNTE,MARVIN,33,M,INDIGENA,U,2,1,FAMILIAR,4,CAUCA,TOTORO,19824,PIENDAMO,MOTO,59984276,DESEMBOLSADA,4,59206,363184,44.29,2526184,49402370,2864730,177600,33100038,7858876,7885610,492250843,603387083,11430000,43.69,67055613,0.87,49.55,93,32,5612646,36,1000000,329760
59189,17/02/2022,5580922084,REX,LAVERN,MULLER,JOHNSON,26,M,NINGUNO,S,0,3,ARRENDADA,1,ANTIOQUIA,ENVIGADO,5266,MEDELLIN SUR,MOTO,18758227,DESEMBOLSADA,1,59189,52415,10,2070505,28900844,23611453,937648,35258482,29837297,9082875,946801702,122434536,-6192000,46.24,78522581,370.39,603.66,0,3,5341811,36,550000,301000
59271,14/02/2022,5088594027,MARIYAH,LUIS,ORN,BORER,44,M,NINGUNO,U,1,1,FAMILIAR,1,CAUCA,EL TAMBO,19256,POPAYAN SUR,CULTIVA,77668322,DESEMBOLSADA,3,59271,19367,29.6,1924571,42170793,38094395,331607,3353761,32166779,9236819,501404547,226417886,15213000,29.85,63347378,16.55,47.88,152,12,5711698,36,0,284066
59263,16/02/2022,9974452062,SHAWNDA,VALINDA,STOLTENBERG,HOPPE,54,M,NINGUNO,C,2,1,PROPIA,1,NARIÑO,PASTO,52001,PASTO,CULTIVA,15790905,DESISTIDA,2,59263,109198,18.01,269975,40122280,50176422,856243,3231959,30346467,21093056,1085054613,401013412,3625000,30.05,109385320,2.68,34.85,14,23,1197994,12,0,122701
59306,19/02/2022,1622441055,VELMA,ARRIE,HERMANN,GLEICHNER,59,M,NINGUNO,S,2,2,ARRENDADA,2,NARIÑO,PASTO,52001,PASTO,PROGRESA,82119827,DESEMBOLSADA,3,59306,362188,80,608733,17057884,13001323,517987,70285384,2176286,19363126,577852913,635352897,2333000,34.28,17832890,52.39,88.46,4,26,1767397,12,0,181021
58723,12/02/2022,5463744708,MILDRED,DOMENICO,PURDY,LOWE,36,M,NINGUNO,S,0,3,FAMILIAR,1,VALLE DEL CAUCA,CALI,76001,CALI NORTE,MOTO,89461581,DESEMBOLSADA,4,58723,137579,21.4,2078322,23566313,23783651,948969,11536142,42520266,17869794,1403787706,236556494,8753000,16.98,3598717,9.82,63.81,46,33,5240460,24,1000000,367735
63384,07/04/2022,7991284869,SALLIE,MANSON,HERMISTON,KESSLER,31,F,NINGUNO,D,3,2,ARRENDADA,4,HUILA,NEIVA,41001,NEIVA,PROGRESA,32096455,DESEMBOLSADA,4,63384,180402,78.79,2740386,43156309,27694526,723344,17830948,46119248,2343983,70150638,133309483,1880000,21.45,77371461,6,65.26,2,3,1185249,12,0,121396
88929,27/12/2022,8780421250,TAJ,ZACHERY,DIBBERT,WEHNER,47,M,NINGUNO,U,2,1,ARRENDADA,1,NARIÑO,PASTO,52001,PASTO,PROGRESA,5126540,DESEMBOLSADA,3,88929,107493,67.5,2132546,45262589,43143054,404963,32243006,45121118,9860266,153159398,432123582,1186000,29.19,113936957,46.48,123.5,3,15,1706723,12,0,177488
89187,30/12/2022,1340667742,AVERIE,CORINA,HAYES,JOHNS,28,F,NINGUNO,S,1,1,FAMILIAR,1,NARIÑO,BUESACO,52110,PASTO,CULTIVA,11571014,DESEMBOLSADA,5,89187,367629,27.1,353438,44065178,11801968,80503,74575414,8241990,12809348,1075180733,650111015,28902000,36.18,104331749,16.59,23.14,73,64,2268883,18,0,184407
49661,23/09/2021,1883761509,KRISTINA,CHANCY,JAKUBOWSKI,BLOCK,32,M,NINGUNO,S,2,2,ARRENDADA,2,ANTIOQUIA,BELLO,5088,BELLO,PROGRESA RENOVACIÓN,31761986,DESEMBOLSADA,5,49661,230682,50,2513407,5998745,7509643,472130,73667534,12747964,16838099,679237105,261433661,3763000,48.32,134518554,86.13,168.35,97,97,22305634,36,0,1061002
59127,11/02/2022,1608848035,LILBURN,TOCCARA,KLING,TREMBLAY,65,M,NINGUNO,U,1,1,PROPIA,2,CAUCA,ROSAS,19622,POPAYAN SUR,CULTIVA RENOVACIÓN,60001997,DESEMBOLSADA,2,59127,72635,25.75,2670275,16897760,44840613,459088,66540229,33036313,22168716,1091739032,61750664,18834000,38.42,38343482,0.53,24.43,19,1,4524802,26,0,270735
41842,28/04/2021,1608848035,LILBURN,TOCCARA,KLING,TREMBLAY,65,M,NINGUNO,U,1,1,PROPIA,2,CAUCA,ROSAS,19622,POPAYAN SUR,CULTIVA,47831791,DESEMBOLSADA,2,41842,43926,22.1,3071378,23052207,24982799,853171,77974372,22710481,12717735,1322510455,636131855,16935000,36.82,82950709,0.59,11.71,27,3,1895090,18,0,141580
63375,04/04/2022,6904175084,BURRELL,EMMY,KUVALIS,TREUTEL,60,F,NINGUNO,D,3,1,FAMILIAR,1,NARIÑO,IPIALES,52356,IPIALES,PROGRESA,68764163,DESEMBOLSADA,1,63375,133242,34,1264805,47100437,22571797,707780,65493618,25914709,22682370,670154847,247920511,2550000,24.39,4808426,44.03,95.6,39,13,2349541,16,0,191711
63383,13/04/2022,9721389780,EPHRAIM,DELBERT,MACEJKOVIC,VONRUEDEN,41,M,NINGUNO,C,2,1,PROPIA,4,CAUCA,SANTANDER DE QUILICHAO,19698,QUILICHAO,PROGRESA,49627285,DESEMBOLSADA,4,63383,32418,47,353386,40938465,6515199,291203,59835017,34875952,2862140,1408029960,173401835,5729000,25.74,107178104,8.77,80.82,7,22,4524802,12,0,473440
59334,14/02/2022,6756985478,MICHEL,MANSON,SWANIAWSKI,KESSLER,56,M,NINGUNO,S,2,2,ARRENDADA,2,NARIÑO,PASTO,52001,PASTO,PROGRESA,4476425,DESEMBOLSADA,3,59334,403715,26.3,2063632,3823149,8785042,532048,25325949,30381143,18386095,1206247877,555778964,840200,14.77,85462140,10.64,136.7,3,2,1185249,12,0,121396
59367,21/02/2022,9621186669,SHELLI,HILDUR,BASHIRIAN,LOCKMAN,35,F,NINGUNO,S,1,3,FAMILIAR,2,VALLE DEL CAUCA,CALI,76001,CALI NORTE,MOTO,47513860,DESEMBOLSADA,2,59367,97288,42.45,1519673,21375217,16562383,295762,12400377,15723178,6943767,1212514483,737539074,-102000,39.54,49928227,106.13,449.26,12,7,5706115,36,500000,321021
59340,15/02/2022,2953362099,JED,NIKKO,BALISTRERI,CRONIN,56,M,NINGUNO,C,1,1,PROPIA,1,NARIÑO,SAMANIEGO,52678,IPIALES,PROGRESA,48766935,DESISTIDA,2,59340,290002,32,919065,39166957,23207599,79630,38720009,27089955,17166969,809732293,406810873,5238000,27.81,66638470,54.61,123.1,110,28,7903201,15,0,694373
59108,18/02/2022,7881660359,CAROLE,HERMINE,TOWNE,WISOKY,56,M,NINGUNO,S,3,2,FAMILIAR,1,VALLE DEL CAUCA,PALMIRA,76520,PALMIRA,MOTO,87966787,DESEMBOLSADA,3,59108,130338,52.37,1065195,18604176,34083443,685072,29836281,22614151,9175977,644408609,333802923,3495600,17.66,44918963,2.78,147.26,11,14,5194851,36,1000000,296452
59304,17/02/2022,9030949745,JERIMIAH,GUILFORD,MEDHURST,TREMBLAY,22,F,NINGUNO,S,0,2,ARRENDADA,1,VALLE DEL CAUCA,CALI,76001,CALI NORTE,MOTO,88637527,DESISTIDA,4,59304,318598,40.49,2836485,46143568,44689695,619581,29013693,45946306,7951748,845734171,421303501,3313500,13.04,122184592,14.9,161.48,5,2,5707241,24,600000,396000
58725,08/02/2022,2044897988,MAHLON,JARROD,JOHNS,NICOLAS,22,F,NINGUNO,S,0,3,FAMILIAR,1,VALLE DEL CAUCA,PALMIRA,76520,PALMIRA,MOTO,95081876,DESEMBOLSADA,4,58725,114821,20.41,3147754,43227945,22536826,219350,27288645,7017104,10154601,795306116,526374395,80400000,15.52,886631,0.12,9.79,0,5,7784956,36,1000000,439051
88096,21/12/2022,9702333544,MANSON,ROBBIE,KESSLER,BOGAN,27,M,NINGUNO,S,0,1,FAMILIAR,1,CAUCA,POPAYAN,19001,POPAYAN SUR,PROGRESA,20265223,DESEMBOLSADA,3,88096,426953,75.03,2444488,37994852,20561755,577295,51642034,46567899,13690368,1395919872,62272389,-456525,48.94,131597504,115.56,154.56,12,20,1144560,12,0,130312
62910,25/03/2022,3949258729,IZABELLA,MCKAYLA,DOOLEY,BRADTKE,36,M,NINGUNO,U,1,4,ARRENDADA,1,VALLE DEL CAUCA,CALI,76001,CALI SUR,PROGRESA,40208464,DESEMBOLSADA,3,62910,386382,47.5,807874,33687306,41132006,195384,58884191,6361753,2932991,1381462514,448097597,45150000,16.88,130104477,0.22,6.7,0,2,2931688,12,0,309294
63420,04/04/2022,5579528724,PINKIE,JULE,WILKINSON,WYMAN,62,M,NINGUNO,U,8,2,ARRENDADA,2,ANTIOQUIA,MEDELLIN,5001,MEDELLIN SUR,MOTO,80602473,DESEMBOLSADA,5,63420,309156,5,2169448,26662712,21658499,615099,37240909,19536556,16324240,1002248384,288726842,1320000,24.23,20386241,30.53,160.29,0,6,2465443,18,3500000,223438
20169,07/03/2020,9113755774,OTA,BRONSON,TILLMAN,KSHLERIN,53,M,NINGUNO,S,0,1,ARRENDADA,0,CAUCA,JAMBALO,19364,QUILICHAO,PROGRESA,83870726,DESEMBOLSADA,3,20169,23838,21,1593030,831728,32544192,452986,38070728,14916448,7874798,220341476,663807018,10194000,14.83,93489204,41.87,80.73,349,68,0,36,0,333409
65567,30/04/2022,4576733841,NEHEMIAH,PATSY,JACOBS,KESSLER,33,F,NINGUNO,C,2,3,FAMILIAR,2,VALLE DEL CAUCA,TULUA,76834,TULUA,PROGRESA RENOVACIÓN,74245922,DESEMBOLSADA,4,65567,75943,51.2,1814551,27984180,6935026,22480,44277421,37615790,12952116,1489083846,454618377,5136000,44.59,81526341,22.42,140.54,4,12,7820009,36,0,371921
58590,11/02/2022,4452558549,PATRICA,DARRYN,SWANIAWSKI,HACKETT,57,F,NINGUNO,V,2,2,PROPIA,1,VALLE DEL CAUCA,CALI,76001,CALI SUR,PROGRESA RENOVACIÓN,15847733,DESEMBOLSADA,3,58590,25735,69.4,2185997,11530036,34907861,130666,49541769,8298843,5123117,300232445,388435841,-32610000,31.21,4733150,936.15,995.76,18,29,2324809,24,0,141157
47218,17/08/2021,4452558549,PATRICA,DARRYN,SWANIAWSKI,HACKETT,57,F,NINGUNO,V,2,2,PROPIA,1,VALLE DEL CAUCA,CALI,76001,CALI SUR,PROGRESA,47677681,DESEMBOLSADA,3,47218,217800,69.5,2900422,5873444,28525666,885016,55165294,46391291,6536041,443590747,288463938,-23447000,39.72,99390694,751.31,784.23,14,27,1185249,12,0,121396
59329,18/02/2022,4091248890,JASMIN,NATHALIA,KAUTZER,FEENEY,56,F,NINGUNO,U,0,3,PROPIA,0,ANTIOQUIA,BELLO,5088,VEHICULOS ANTIOQUIA,CARGA,50330772,DESEMBOLSADA,4,59329,277349,56,1434489,37156777,19879755,794842,67638843,45111440,18901944,444419491,567238397,82773000,49.79,1269599,20.03,62.49,13,22,43951289,60,13500000,1522651
